2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS C.Guilhotinas;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";40,00;19,05;8;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;30603;REFORÇO LATERAL INTERNO - FUEIRO - CBH(M17) ABERTURA LAT.;126901 - AÇO CHATO LAM 3/4 X 3 SAE-1020;350,00;76,20;2;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31410;REFORÇO INTERNO - FUEIRO - CBH(M18);126901 - AÇO CHATO LAM 3/4 X 3 SAE-1020;50,00;76,00;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31287;CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;947,00;;2;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;"134144 - TUBO SCHEDULLE 80 - 2"" C/C";57,00;;1;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;29521;CORPO DO ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT;"134430 - TUBO SCHEDULLE 40 - 1.1/4""";;;1;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para carretas FUEIROS;28766;DOBRADIÇA [FUEIRO - CBH M21];120157 - CHAPA GQ   3/8 (9,53)     1010;129,00;45,00;4;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;;;;8;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;;;;1;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;30603;REFORÇO LATERAL INTERNO - FUEIRO - CBH(M17) ABERTURA LAT.;;;;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Forjaria;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;31287;CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;950,00;;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para carretas FUEIROS;494616;FECHAM SUP   FUEIRO   CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;494884;PINO  MACACO     CBH/CBHM;"112525 - ACO TREF. RED. SAE-1020 - 5/8""";100,00;;1;S C Prensas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;30327;TUBO FIXO MACACO M17 CHASSI CBHM/CBH;134157 - TUBO MECANICO  50 X  32  ST-52;54,00;;1;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30381;FIXADOR MACACO M17 CHASSI CBHM/CBH;120157 - CHAPA GQ   3/8 (9,53)     1010;100,00;135,00;1;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;459690;FECHAM DIANTEIRO ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;274,00;158,00;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;441480;SUPORTE ENGATE ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;158,00;122,00;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30386;TRAVA MACACO - MACACO EXTERNO - CBHM/CBH 4T;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;90,00;90,00;1;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30388;COMPLEMENTO BASE MÓVEL M17 BASE MÓVEL CBHM/CBH;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;79,00;37,00;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;33889;REFORÇO INTERIOR [CONJ SUP FRONTAL - CBH];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;1;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30387;BASE MÓVEL M17 BASE MÓVEL CBHM/CBH;120650 - CHAPA GQ   5/16(7,94)     1010;90,00;24,00;2;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;459690;FECHAM DIANTEIRO ICAM (M98) FA/CBHM;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;274,00;158,00;1;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;30327;TUBO FIXO MACACO M17 CHASSI CBHM/CBH;;;;1;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;30381;FIXADOR MACACO M17 CHASSI CBHM/CBH;;;;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Corte Manual;Peças para Carretas IÇAMENTOS;30789;CORRENTE 180MM - MACACO M17;226105 - CORRENTE ELO 3/16 F. POLIDO;180,00;;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas LATERAIS e FECHAMENTOS;32597;TRAVA DA CORRENTE       - TAMPA TRAS       CBHM;"112458 - ACO TREF. RED. SAE-1020 - 3/8""";60,00;;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas LATERAIS e FECHAMENTOS;28681;BUCHA DOBRADIÇA LATERAL  CBH/CBHM;134625 - TUBO MECANICO  40 X  20  ST-52;50,00;;2;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;31227;CANTONEIRA INFERIOR TAMPA TRAS - CBH M18;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1932,00;113,00;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30451;FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;120273 - CHAPA FQ  3,75mm. SAE-1006;400,00;101,00;7;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;31237;CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18);120273 - CHAPA FQ  3,75mm. SAE-1006;398,00;280,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30376;FIXADOR CHAPA LAT SUP - TAMPA LATERAL - CBH (M17);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;100,00;94,00;10;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30375;FIXADOR LAT INFERIOR - TAMPA LATERAL - CBH (M17);120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;10;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30751;CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 4;120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300;2790,00;568,00;4;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;31227;CANTONEIRA INFERIOR TAMPA TRAS - CBH M18;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1932,00;113,00;1;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30451;FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;400,00;101,00;7;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;31237;CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18);120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;398,00;280,00;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30375;FIXADOR LAT INFERIOR - TAMPA LATERAL - CBH (M17);120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;100,00;95,00;10;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30376;FIXADOR CHAPA LAT SUP - TAMPA LATERAL - CBH (M17);120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;100,00;94,00;10;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas LATERAIS e FECHAMENTOS;28681;BUCHA DOBRADIÇA LATERAL  CBH/CBHM;134625 - TUBO MECANICO  40 X  20  ST-52;50,00;;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;30751;CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 4;120133 - CHAPA FQ #14 (1,20 x 5,60m) 1010;2790,00;568,00;4;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;31238;FECHAM. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18;120273 - CHAPA FQ  3,75mm. SAE-1006;398,00;136,00;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;31217;FECHAM. SUP. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;152,00;50,00;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425874;PINO DA TRAVA         CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";135,00;19,05;2;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425795;APOIO BUCHA GUIA    CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;55,00;30,00;3;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425734;TRANSV SUP CILINDRO    PLAT  CBHM;134055NAC - TUBO QUADRADO 120 X 120 X 8.00;540,00;;1;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425783;BUCHA GUIA    CBHM;134132 - TUBO MECANICO  32 X  20  ST-52;55,00;32,00;2;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;30338;MANCAL - PLATAFORMA M17 (4T) CBH/CBHM;134212 - TUBO MECANICO  56 X  40  ST-52;57,00;;2;S Usinagem;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31225;DOBRADIÇA SUP. TAMPA TRAS. ABERT. LATERAL - CBH M18;120054 - CHAPA GQ   5/8 (15,8)     1010;145,00;103,00;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31239;DOBRADIÇA HORIZONTAL CBH/CBHM (M18);120054 - CHAPA GQ   5/8 (15,8)     1010;118,00;40,00;3;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;34697;REFORÇO INFERIOR 2 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;34698;REFORÇO INFERIOR 1 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;3;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;425187;REFORÇO CENTRAL    CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;705,00;235,00;2;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;12919;REFORCO EXTERNO          CACAMBA    CBHF;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30366;TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH M17];120250 - CHAPA #11(3,04) A36/CIVIL300;1397,00;188,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30373;TRANSVERSINA INTERMEDIÁRIA CENTRAL [CAÇAMBA - CBH M17];120250 - CHAPA #11(3,04) A36/CIVIL300;418,00;187,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31203;REFORÇO INTERNO DIANTEIRO - CAÇAMBA M18;120250 - CHAPA #11(3,04) A36/CIVIL300;222,00;195,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30380;REFORÇO INTERNO TRASEIRO - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120250 - CHAPA #11(3,04) A36/CIVIL300;215,00;161,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30334;LONGARINA DA PLATAFORMA M17    CBHM;120273 - CHAPA FQ  3,75mm. SAE-1006;2996,00;288,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31204;REFORÇO LATERAL DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;1563,00;236,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32439;FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH M21];120273 - CHAPA FQ  3,75mm. SAE-1006;934,00;372,55;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32440;COMPLEMENTO DO FECHAM. LAT. TRAS. [CAÇAMBA SIMPLES - CBH M21];120273 - CHAPA FQ  3,75mm. SAE-1006;861,27;270,00;2;S Mont Sistemas Carretas;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31207;FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;382,00;134,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32317;COMPL FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;100,00;92,00;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30591;FECHAM TRAS CENTRAL - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH ABERTURA LATERAL;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;1400,00;397,00;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30645;REFORÇO TRANSV DIANTEIRA - PLATAFORMA CBHM M17;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;647,00;190,00;1;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30368;FECHAM DA TRANSVERSINA - CAÇAMBA SIMPLES GRAN/FORR (M17);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;174,00;100,00;6;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;480009;ANILHO MOLA POCIS       CBH/CBHM;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;2;S C Guilhotina;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30384;CHAPEAM LAT - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120306 - CHAPA FQ #12 (1,50 x 3,00m) 1010;;;2;S Estamparia;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;425760;SUPORTE DO CILINDRO       CBHM;120352 - CHAPA GQ   1/2 (12,7)     1010;87,00;80,00;4;Sem Processo;CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos
